References,transformed_references,indic_conformer_transcription_raw,indic_conformer_transcription,indic_conformer_wer,indic_conformer_pred_response,google_speech_transcription_raw,google_speech_transcription,google_speech_wer,google_speech_pred_response,slang_google_speech_transcription_raw,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_pred_response,audio_links
"open my transaction history,open my transaction history","open my transaction history,open my transaction history",open my transaction is tore,open my transaction is tore,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'transaction history'}], 'text': 'open my transaction is tore'}",open my transaction history,open my transaction history,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'transaction history open my'}], 'text': 'open my transaction history'}",open my transaction history,open my transaction history,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'transaction history open my'}], 'text': 'open my transaction history'}",https://storage.googleapis.com/slang-audio-test-data/audio/062b3546-4013-4ba5-a22b-0c7eba8f0761.wav
"send five thousand to harsh,send 5000 to harsh","send 5000 to harsh,send 5000 to harsh",sent five thousand to hersh,sent 5000 to hersh,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '5000.0'}}], 'text': 'sent 5000 to hersh'}",send 5000 to,send 5000 to,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '5000.0'}}], 'text': 'send 5000 to'}",send 5000 to,send 5000 to,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '5000.0'}}], 'text': 'send 5000 to'}",https://storage.googleapis.com/slang-audio-test-data/audio/087d0d08-9e0d-4dc6-b362-344cc24057a1.wav
"donate thousand rupees to akshaya patra,donate 1000 rupees to akshaya patra","donate 1000 rupees to akshaya patra,donate 1000 rupees to akshaya patra",donate thousand rupees to akshey patra,donate 1000 rupees to akshey patra,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_name': 'patra', 'payments_transaction_action': 'send'}], 'text': 'donate 1000 rupees to akshey patra'}",donate thousand rupees to Akshaya Patra,donate 1000 rupees to akshaya patra,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_name': 'akshaya patra', 'payments_transaction_action': 'send'}], 'text': 'donate 1000 rupees to akshaya patra'}",donate thousand rupees to Akshaya Patra,donate 1000 rupees to akshaya patra,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_name': 'akshaya patra', 'payments_transaction_action': 'send'}], 'text': 'donate 1000 rupees to akshaya patra'}",https://storage.googleapis.com/slang-audio-test-data/audio/092eb545-7b03-4568-8486-7ba8b0fa2cba.wav
"how many things u can do for me,how many things you can do for me","how many things u can do for me,how many things you can do for me",how many things can you do for me,how many things can you do for me,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request'}], 'text': 'how many things can you do for me'}",how many things can you do for me,how many things can you do for me,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request'}], 'text': 'how many things can you do for me'}",how many things can you do for me,how many things can you do for me,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request'}], 'text': 'how many things can you do for me'}",https://storage.googleapis.com/slang-audio-test-data/audio/112b8bab-2e31-42a5-a8bf-169852c4364a.wav
"donate six hundred rupees to UNICEF,donate 600 rupees to unicef","donate 600 rupees to unicef,donate 600 rupees to unicef",donate six hundred rupees to unicf,donate 600 rupees to unicf,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 600 rupees to unicf'}",donate 600 rupees to UNICEF,donate 600 rupees to unicef,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 600 rupees to unicef'}",donate 600 rupees to UNICEF,donate 600 rupees to unicef,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}, 'payments_transaction_action': 'send'}], 'text': 'donate 600 rupees to unicef'}",https://storage.googleapis.com/slang-audio-test-data/audio/0952aaa7-f722-4cbb-b5a6-df13cc739e27.wav
"show me my balance,show me my balance","show me my balance,show me my balance",show me my balance,show me my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show me my balance'}",show me my balance,show me my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show me my balance'}",show me my balance,show me my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show me my balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/1027a663-b4b8-40ac-bc1f-aa77ebba9e6a.wav
"open scanner,open scanner","open scanner,open scanner",open scanny,open scanny,0.5,"{'intent': '', 'entities': [{}], 'text': 'open scanny'}",open scanner,open scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'open'}], 'text': 'open scanner'}",open scanner,open scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'open'}], 'text': 'open scanner'}",https://storage.googleapis.com/slang-audio-test-data/audio/02892ac0-98b0-416f-8795-9ec5667c3358.wav
"pay five thousand rupees and open scanner,pay 5000 rupees and open scanner","pay 5000 rupees and open scanner,pay 5000 rupees and open scanner",they fd thuusd rupees and open scanner,they fd thuusd rupees and open scanner,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'they fd thuusd rupees and open'}], 'text': 'they fd thuusd rupees and open scanner'}",MI 5000 rupees and open scanner,mi 5000 rupees and open scanner,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '5000.0'}, 'payments_transaction_action': 'scan'}], 'text': 'mi 5000 rupees and open scanner'}",MI 5000 rupees and open scanner,mi 5000 rupees and open scanner,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '5000.0'}, 'payments_transaction_action': 'scan'}], 'text': 'mi 5000 rupees and open scanner'}",https://storage.googleapis.com/slang-audio-test-data/audio/07885d56-9eb7-4d53-a5f4-9c43873bb1aa.wav
"donate five thousand rupees to shekar ashram,donate 5000 rupees to shekar ashram","donate 5000 rupees to shekar ashram,donate 5000 rupees to shekar ashram",donate five thousand rupees to shaker astram,donate 5000 rupees to shaker astram,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '5000.0'}, 'payments_name': 'shaker', 'payments_transaction_action': 'send'}], 'text': 'donate 5000 rupees to shaker astram'}", Shekhar aashram,shekhar aashram,1.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'shekhar aashram'}], 'text': 'shekhar aashram'}", Shekhar aashram,shekhar aashram,1.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'shekhar aashram'}], 'text': 'shekhar aashram'}",https://storage.googleapis.com/slang-audio-test-data/audio/039181a9-9c6b-4047-b0cc-36f768c3d13e.wav
"can you please send,can you please send","can you please send,can you please send",can you please send,can you please send,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'can you please'}], 'text': 'can you please send'}",can you please send,can you please send,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'can you please'}], 'text': 'can you please send'}",can you please send,can you please send,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'can you please'}], 'text': 'can you please send'}",https://storage.googleapis.com/slang-audio-test-data/audio/073900a2-6e90-45cf-ab2c-adef881d617b.wav
"send a gift,send a gift","send a gift,send a gift",send a gift,send a gift,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send'}], 'text': 'send a gift'}",send a gift,send a gift,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send'}], 'text': 'send a gift'}",send a gift,send a gift,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send'}], 'text': 'send a gift'}",https://storage.googleapis.com/slang-audio-test-data/audio/102109bd-a4a6-4f24-940a-ea73a1802e3c.wav
"six hundred rupees,600 rupees","600 rupees,600 rupees",six hundred rupees,600 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}}], 'text': '600 rupees'}",100 days,100 days,1.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'days', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '100.0'}}], 'text': '100 days'}",100 days,100 days,1.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'days', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '100.0'}}], 'text': '100 days'}",https://storage.googleapis.com/slang-audio-test-data/audio/0458499b-aa9c-4f1b-b0d6-2128bfb228d9.wav
"send three hundred seventy three point two to shubham,send 373.2 to shubham","send 373.2 to shubham,send 3732 to shubham",sen three hundred seventy three to suam,sen 373 to suam,0.75,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'sen', 'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '373.0'}}], 'text': 'sen 373 to suam'}",send 370 3.2 to Subham,send 370 32 to subham,0.75,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'subham', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '32.0'}}], 'text': 'send 370 32 to subham'}",send 370 3.2 to Subham,send 370 32 to subham,0.75,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'subham', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '32.0'}}], 'text': 'send 370 32 to subham'}",https://storage.googleapis.com/slang-audio-test-data/audio/01596723-2577-4590-81a7-26ae6a8d67b9.wav
"can we donate five thousand to my room mate,can we donate 5000 to my roommate","can we donate 5000 to my room mate,can we donate 5000 to my roommate",can we donate five to my roommate,can we donate 5 to my roommate,0.14285714285714285,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'can we donate 5 to my roommate'}",can we donate 5000 to my roommate,can we donate 5000 to my roommate,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'can we donate 5000 to my roommate'}",can we donate 5000 to my roommate,can we donate 5000 to my roommate,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'can we donate 5000 to my roommate'}",https://storage.googleapis.com/slang-audio-test-data/audio/07910171-75d5-4e1f-9a31-3821bdb71ecf.wav
"approve payment to amazon,approve payment to amazon","approve payment to amazon,approve payment to amazon",aproved payment to amazon,aproved payment to amazon,0.25,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'aproved payment to amazon'}",approve payment to Amazon,approve payment to amazon,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve payment to amazon'}",approve payment to Amazon,approve payment to amazon,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve payment to amazon'}",https://storage.googleapis.com/slang-audio-test-data/audio/0a11f5d0-7692-4a16-b67d-79d169856061.wav
"i would like to check all the active ipos,i would like to check all the active ipos","i would like to check all the active ipos,i would like to check all the active ipos",i would like to check all the active ipos,i would like to check all the active ipos,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'check all the active ipos'}], 'text': 'i would like to check all the active ipos'}",I would like to check all the active IPS,i would like to check all the active ips,0.1111111111111111,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'check all the active ips'}], 'text': 'i would like to check all the active ips'}",I would like to check all the active IPS,i would like to check all the active ips,0.1111111111111111,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'check all the active ips'}], 'text': 'i would like to check all the active ips'}",https://storage.googleapis.com/slang-audio-test-data/audio/0a112ebf-7a93-4752-8686-a1d0721e0e3b.wav
"i should get two hundred rupees from satish ,i should get 200 rupees from satish","i should get 200 rupees from satish,i should get 200 rupees from satish",i should get two hundred rupees from sathish,i should get 200 rupees from sathish,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'request'}], 'text': 'i should get 200 rupees from sathish'}",I should get 200 rupees from Sathish,i should get 200 rupees from sathish,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'request'}], 'text': 'i should get 200 rupees from sathish'}",I should get 200 rupees from Sathish,i should get 200 rupees from sathish,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'request'}], 'text': 'i should get 200 rupees from sathish'}",https://storage.googleapis.com/slang-audio-test-data/audio/0ab07a80-3349-4d3e-82a7-9ccd0e153302.wav
"make a request of five hundred,make a request of 500","make a request of 500,make a request of 500",make a request of five hundred,make a request of 500,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': 'make a request of 500'}",make a request of 500,make a request of 500,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': 'make a request of 500'}",make a request of 500,make a request of 500,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': 'make a request of 500'}",https://storage.googleapis.com/slang-audio-test-data/audio/00b44d8d-0761-44c1-97db-44aae021477e.wav
"show me my transaction history ,show me my transaction history","show me my transaction history,show me my transaction history",show me my transaction history,show me my transaction history,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my transaction history'}",show me my transaction history,show me my transaction history,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my transaction history'}",show me my transaction history,show me my transaction history,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my transaction history'}",https://storage.googleapis.com/slang-audio-test-data/audio/0c44d819-1a31-4f3a-8cf5-c7ab8dfe9395.wav
"send three hundred rupees to kumar as a gift ,send 300 rupees to kumar as a gift","send 300 rupees to kumar as a gift,send 300 rupees to kumar as a gift",send three hundred rupees to kumar as a gift,send 300 rupees to kumar as a gift,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '300.0'}, 'payments_transaction_action': 'send', 'payments_name': 'kumar'}], 'text': 'send 300 rupees to kumar as a gift'}",centrient rupees to Kumar as a gift,centrient rupees to kumar as a gift,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'kumar', 'payments_transaction_action': 'send'}], 'text': 'centrient rupees to kumar as a gift'}",centrient rupees to Kumar as a gift,centrient rupees to kumar as a gift,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'kumar', 'payments_transaction_action': 'send'}], 'text': 'centrient rupees to kumar as a gift'}",https://storage.googleapis.com/slang-audio-test-data/audio/00cb6219-3599-4f17-9dcd-6bd81e20f161.wav
"pay ten and half rupees to pani,pay 10.5 rupees to pani","pay 10.5 rupees to pani,pay 105 rupees to pani",pay ten and a half rupees to funny,pay 10.5 rupees to funny,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '10.5'}, 'payments_transaction_action': 'send'}], 'text': 'pay 10.5 rupees to funny'}",pay 10 and half rupees 2 funny,pay 10.5 rupees 2 funny,0.4,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10.5'}, 'payments_transaction_action': 'send'}], 'text': 'pay 10.5 rupees 2 funny'}",pay 10 and half rupees 2 funny,pay 10.5 rupees 2 funny,0.4,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10.5'}, 'payments_transaction_action': 'send'}], 'text': 'pay 10.5 rupees 2 funny'}",https://storage.googleapis.com/slang-audio-test-data/audio/0d8b6401-0c62-4aef-8373-cb4212289c71.wav
"happy to donate ten thousand dollars to the needy person ,happy to donate 10000 dollars to the needy person","happy to donate 10000 dollars to the needy person,happy to donate 10000 dollars to the needy person",don happy to donate ten dollars the to the needy person,don happy to donate 10 dollars the to the needy person,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'USD', 'std_money_amount': '10.0'}, 'payments_transaction_action': 'send'}], 'text': 'don happy to donate 10 dollars the to the needy person'}", to the needy person,to the needy person,0.5555555555555556,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send'}], 'text': 'to the needy person'}", to the needy person,to the needy person,0.5555555555555556,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send'}], 'text': 'to the needy person'}",https://storage.googleapis.com/slang-audio-test-data/audio/0d8df434-28d7-4129-a8e6-5762fb8eb715.wav
"i want to scan,i want to scan","i want to scan,i want to scan",i want to scan,i want to scan,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'i want to scan'}",I want to scan,i want to scan,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'i want to scan'}",I want to scan,i want to scan,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'i want to scan'}",https://storage.googleapis.com/slang-audio-test-data/audio/0dfdf8c6-634c-469c-b13c-62882cd4af08.wav
"approve the pending bills ,approve the pending bills","approve the pending bills,approve the pending bills",approve the pending bills,approve the pending bills,0.0,"{'intent': 'payments_bill', 'entities': [{}], 'text': 'approve the pending bills'}",approve the pending bills,approve the pending bills,0.0,"{'intent': 'payments_bill', 'entities': [{}], 'text': 'approve the pending bills'}",approve the pending bills,approve the pending bills,0.0,"{'intent': 'payments_bill', 'entities': [{}], 'text': 'approve the pending bills'}",https://storage.googleapis.com/slang-audio-test-data/audio/0dffba1b-4678-4dd9-ae66-29f7755b34d4.wav
"donate one lakh to sankara eye foundation ,donate 100000 to sankara eye foundation","donate 100000 to sankara eye foundation,donate 100000 to sankara eye foundation",donate one lakh to shankra ey foundation,donate 100000 to shankra ey foundation,0.3333333333333333,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donate 100000 to shankra ey foundation'}",donate 1 lakh to Sankara Eye Foundation,donate 100000 to sankara eye foundation,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donate 100000 to sankara eye foundation'}",donate 1 lakh to Sankara Eye Foundation,donate 100000 to sankara eye foundation,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donate 100000 to sankara eye foundation'}",https://storage.googleapis.com/slang-audio-test-data/audio/0e8ad935-3b2b-449f-9adb-0627943ba36a.wav
"five hundred ,500","500,500",five hundred,500,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': '500'}",500,500,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': '500'}",500,500,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '500.0'}}], 'text': '500'}",https://storage.googleapis.com/slang-audio-test-data/audio/0e370df4-003b-48ed-9799-02e13e3d96f3.wav
"i want to know how much money i have in hdfc account,i want to know how much money i have in hdfc account","i want to know how much money i have in hdfc account,i want to know how much money i have in hdfc account",i want to know how much money i have in gdc account,i want to know how much money i have in gdc account,0.08333333333333333,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'i want to know how much money i have in gdc account'}",I want to know how much money I have in HDFC account,i want to know how much money i have in hdfc account,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'i want to know how much money i have in hdfc account'}",I want to know how much money I have in HDFC account,i want to know how much money i have in hdfc account,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'i want to know how much money i have in hdfc account'}",https://storage.googleapis.com/slang-audio-test-data/audio/0efd9cbc-a02f-490c-962d-a4e87fea9804.wav
"pay my october month  bill of eleven hundred twenty six rupees to water supplier ,pay my october month  bill of 1126 rupees to water supplier","pay my october month  bill of 1126 rupees to water supplier,pay my october month  bill of 1126 rupees to water supplier",pay my october month bill of onleven hundred twenty six rupees to water supplier,pay my october month bill of onleven 126 rupees to water supplier,0.18181818181818182,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '126.0'}, 'payments_transaction_action': 'send', 'payments_name': 'supplier'}], 'text': 'pay my october month bill of onleven 126 rupees to water supplier'}",pay my October month bill of 1126 rupees 2 water supplier,pay my october month bill of 1126 rupees 2 water supplier,0.09090909090909091,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1126.0'}, 'payments_transaction_action': 'send', 'payments_name': 'supplier'}], 'text': 'pay my october month bill of 1126 rupees 2 water supplier'}",pay my October month bill of 1126 rupees 2 water supplier,pay my october month bill of 1126 rupees 2 water supplier,0.09090909090909091,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1126.0'}, 'payments_transaction_action': 'send', 'payments_name': 'supplier'}], 'text': 'pay my october month bill of 1126 rupees 2 water supplier'}",https://storage.googleapis.com/slang-audio-test-data/audio/1a0c2d61-602a-4146-bb5d-534abee985e8.wav
"please approve a payment of one lakh rupees against the hospitals bills,please approve a payment of 100000 rupees against the hospitals bills","please approve a payment of 100000 rupees against the hospitals bills,please approve a payment of 100000 rupees against the hospitals bills",please approve a payment of one lakh rupees against hospital bills,please approve a payment of 100000 rupees against hospital bills,0.18181818181818182,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Hospital'}], 'text': 'please approve a payment of 100000 rupees against hospital bills'}",please approve a payment of 100000 rupees against Hospital bills,please approve a payment of 100000 rupees against hospital bills,0.18181818181818182,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Hospital'}], 'text': 'please approve a payment of 100000 rupees against hospital bills'}",please approve a payment of 100000 rupees against Hospital bills,please approve a payment of 100000 rupees against hospital bills,0.18181818181818182,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Hospital'}], 'text': 'please approve a payment of 100000 rupees against hospital bills'}",https://storage.googleapis.com/slang-audio-test-data/audio/1aa4f7a0-f453-49ea-a9eb-fd345b6dad90.wav
"please do a donation to pmkr fund 500 rupees ,please do a donation to pmkr fund 500 rupees","please do a donation to pmkr fund 500 rupees,please do a donation to pmkr fund 500 rupees",please do a donation to pm care fund of find rupees,please do a donation to pm care fund of find rupees,0.4444444444444444,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'please do a donation to pm care fund of find rupees'}",please do it donation to PM care fund of find rupees,please do it donation to pm care fund of find rupees,0.5555555555555556,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'please do it donation to pm care fund of find rupees'}",please do it donation to PM care fund of find rupees,please do it donation to pm care fund of find rupees,0.5555555555555556,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'please do it donation to pm care fund of find rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/01c9e979-8826-4f36-b8e1-f15e2f3b66dd.wav
"i want to view,i want to view","i want to view,i want to view",i want to i want to weave,i want to i want to weave,1.0,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'i want to i want to weave'}",contest I want to beef,contest i want to beef,0.5,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'contest i want to beef'}",contest I want to beef,contest i want to beef,0.5,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'contest i want to beef'}",https://storage.googleapis.com/slang-audio-test-data/audio/1d28cdd3-f6d9-41e9-be47-036baf40b200.wav
"send hundred rupees to kumar ,send 100 rupees to kumar","send 100 rupees to kumar,send 100 rupees to kumar",sen hundred rupees to kumar,sen 100 rupees to kumar,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_name': 'sen kumar', 'payments_transaction_action': 'send'}], 'text': 'sen 100 rupees to kumar'}",send hundred rupees to Kumar,send 100 rupees to kumar,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'kumar'}], 'text': 'send 100 rupees to kumar'}",send hundred rupees to Kumar,send 100 rupees to kumar,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'kumar'}], 'text': 'send 100 rupees to kumar'}",https://storage.googleapis.com/slang-audio-test-data/audio/1d077f5e-6c97-4f9f-9ba2-2d4cf03b8bc9.wav
"request three hundred from ajay ,request 300 from ajay","request 300 from ajay,request 300 from ajay",request three hundred from ajai,request 300 from ajai,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '300.0'}}], 'text': 'request 300 from ajai'}",request 300 from Ajay,request 300 from ajay,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_name': 'ajay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '300.0'}}], 'text': 'request 300 from ajay'}",request 300 from Ajay,request 300 from ajay,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_name': 'ajay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '300.0'}}], 'text': 'request 300 from ajay'}",https://storage.googleapis.com/slang-audio-test-data/audio/1d442325-f800-4021-9216-b06d55fdf27e.wav
