File_name,Reference_transcript ,Language,google_speech_transcription,google_speech_wer,google_speech_slang_score,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_slang_score,indic_wav2vec_transcription,indic_wav2vec_wer,indic_wav2vec_slang_score,slang_indic_wav2vec_transcription,slang_indic_wav2vec_wer,slang_indic_wav2vec_slang_score,audio_links
b0e24fd1-e2c9-4185-b80c-28c975744d31,send 200 rupees to amar,en-IN,send two hundred rupees to emerge,0.6,0.6,send 200 rupees to emerge,0.2,0.6,rupees to mr,0.6,0.0,rupees to mr,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b0e24fd1-e2c9-4185-b80c-28c975744d31.wav
afe1ae5f-a71f-4df4-ac71-3219a991439d,10k,en-IN,mk,1.0,0.0,mk,1.0,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/afe1ae5f-a71f-4df4-ac71-3219a991439d.wav
af6bb9e0-fe00-4ee0-890f-0bdad02f3499,i would like to make donation to PM cares fund,en-IN,i would like to make a donation to pm cares fund,0.1,1.0,i would like to make a donation to pm cares fund,0.1,1.0,i would like to make a donation to pm cares fund,0.1,1.0,i would like to make a donation to pm cares fund,0.1,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/af6bb9e0-fe00-4ee0-890f-0bdad02f3499.wav
aea79ead-c4b8-48a8-b05f-5034229d18b0,send 100 rupees to vishnu,en-IN,send hundred rupees to vishnu,0.2,1.0,send 100 rupees to vishnu,0.0,1.0,rupees to win,0.6,0.0,rupees to win,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/aea79ead-c4b8-48a8-b05f-5034229d18b0.wav
ade105aa-52f4-4764-b3d9-c6e7fd5e6f76,show me how to send 100 rupees,en-IN,show me how to send hundred rupees,0.14285714285714285,1.0,show me how to send hundred rupees,0.14285714285714285,1.0,show me how to send 100 rupees,0.0,1.0,show me how to send 100 rupees,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ade105aa-52f4-4764-b3d9-c6e7fd5e6f76.wav
adcfbbe5-ee4f-40bb-81bc-d28989bdc6ef,pay TATA sky bill,en-IN,create a task i will,1.25,0.0,create a task i will,1.25,0.0,take bill,0.75,0.5,take bill,0.75,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/adcfbbe5-ee4f-40bb-81bc-d28989bdc6ef.wav
ab677ffd-489c-4a7a-8e2d-bdbe6386be33,send my mom 2520 bucks,en-IN,send my mom 2520 box,0.2,1.0,send my mom 2520 box,0.2,1.0,some bugs,1.0,0.0,some bugs,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/ab677ffd-489c-4a7a-8e2d-bdbe6386be33.wav
ab53c837-5d96-41d3-a844-ea1ab8c9699c,i would like to check all the offers,en-IN,i would like to check all the offers,0.0,1.0,i would like to check all the offers,0.0,1.0,i would like to check all the offers,0.0,1.0,i would like to check all the offers,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ab53c837-5d96-41d3-a844-ea1ab8c9699c.wav
a5122569-e98d-422d-8e13-0235cc67dc6c,approve the mutual fund request for 3500 rupees,en-IN,approve the mutual fund request for 3500 degrees,0.125,0.5,approve the mutual fund request for 3500 degrees,0.125,0.5,approve the mutual fund request for rupees,0.125,0.6666666666666667,approve the mutual fund request for rupees,0.125,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/a5122569-e98d-422d-8e13-0235cc67dc6c.wav
a2702793-0ded-4fbf-b2a8-ea9b35275a72,current balance,en-IN,current balance,0.0,1.0,current balance,0.0,1.0,current balance,0.0,1.0,current balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a2702793-0ded-4fbf-b2a8-ea9b35275a72.wav
a519181e-a539-4a26-9985-7e388d8c3f7d,i sent money to my friend  i want to get money back from him please request vishal,en-IN,i sent money to my friend i want to get money back from him please request,0.058823529411764705,0.75,i sent money to my friend i want to get money back from him please request,0.058823529411764705,0.75,i send money to my friend i want to get money back from him please request  which,0.11764705882352941,0.75,i send money to my friend i want to get money back from him please request  which,0.11764705882352941,0.75,https://storage.googleapis.com/slang-audio-test-data/audio/a519181e-a539-4a26-9985-7e388d8c3f7d.wav
a9083aa5-1413-41b0-bc3d-ed44ac674536,show me the ongoing IPos,en-IN,show me don green ips,0.6,1.0,show me don green ips,0.6,1.0,show me the ongoing ipos,0.0,1.0,show me the ongoing ipos,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a9083aa5-1413-41b0-bc3d-ed44ac674536.wav
a1236ff5-344a-4ac7-9bef-ca5ebbbeccc1,request money from dad 205 rupees,en-IN,request money from dad to not five rupees,0.5,0.19999999999999996,request money from dad 205 rupees,0.0,1.0,request money from dad rupees,0.16666666666666666,0.33333333333333337,request money from dad rupees,0.16666666666666666,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/a1236ff5-344a-4ac7-9bef-ca5ebbbeccc1.wav
a752db79-8724-42e5-833c-712ff38901cd,hey donate 20000 to akshaya patra,en-IN,hey donate 20000 to akshay patra,0.16666666666666666,0.6,hey donate 20000 to akshay patra,0.16666666666666666,0.6,don't take path,1.0,0.0,don't take path,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a752db79-8724-42e5-833c-712ff38901cd.wav
a705d746-2713-4fb0-9d45-3c408b28ff25,open the scanner and send 200 rupees,en-IN,open the scanner and send 200 rupees,0.0,1.0,open the scanner and send 200 rupees,0.0,1.0,open the scanner and send 200 rupees,0.0,1.0,open the scanner and send 200 rupees,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a705d746-2713-4fb0-9d45-3c408b28ff25.wav
a613fe5b-76de-4a58-8ec8-7621ecde1ab7,QR code scanner to pay to pay,en-IN,stupid,1.0,0.0,stupid,1.0,0.0,one standard to pay,0.7142857142857143,0.25,1 standard to pay,0.7142857142857143,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/a613fe5b-76de-4a58-8ec8-7621ecde1ab7.wav
a95bb29b-ccc2-4eb2-bd50-c6c9ee2e32aa,open the QR code,en-IN,opened up your car,1.0,0.0,opened up your car,1.0,0.0,open the code,0.25,0.0,open the code,0.25,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a95bb29b-ccc2-4eb2-bd50-c6c9ee2e32aa.wav
a52a553e-a7b8-4e8a-b286-245749472f7f,just open the scanner dude,en-IN,just open the scanner,0.2,0.0,just open the scanner,0.2,0.0,just open the scanner dot,0.2,1.0,just open the scanner dot,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a52a553e-a7b8-4e8a-b286-245749472f7f.wav
a8fd3f60-4f3a-4187-9f85-b1123595a639,scan and send 10 rupees,en-IN,scan and send in rupees,0.2,0.5,scan and send in rupees,0.2,0.5,scan and send rupees,0.2,0.5,scan and send rupees,0.2,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/a8fd3f60-4f3a-4187-9f85-b1123595a639.wav
a8d640cb-d058-4273-8d96-fd4608980944,accept payment from flipkart,en-IN,accept payment from flipkart,0.0,1.0,accept payment from flipkart,0.0,1.0,accept payment from flipcard,0.25,1.0,accept payment from flipcard,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a8d640cb-d058-4273-8d96-fd4608980944.wav
a6d0f2b4-e9c1-48a3-918e-7da2f2b4df36,approve my pending payments,en-IN,approve my pending payments,0.0,1.0,approve my pending payments,0.0,1.0,my ending payments,0.5,0.0,my ending payments,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a6d0f2b4-e9c1-48a3-918e-7da2f2b4df36.wav
a6a2a0b4-b085-4053-b0f2-ba1058136196,shalu,en-IN,salut,1.0,0.0,salut,1.0,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a6a2a0b4-b085-4053-b0f2-ba1058136196.wav
a5bdb3f5-cf89-4462-8fc8-b67ce95abf7f,10000,en-IN,10000,0.0,1.0,10000,0.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a5bdb3f5-cf89-4462-8fc8-b67ce95abf7f.wav
a1e892da-62bd-4e38-9da9-57d2c4bcf5cd,gowri,en-IN,goldie,1.0,0.0,goldie,1.0,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a1e892da-62bd-4e38-9da9-57d2c4bcf5cd.wav
96037096-e671-4ad7-88c5-7fba1525e6f8,show me the last 10 transactions,en-IN,show me the last 10 transactions,0.0,1.0,show me the last 10 transactions,0.0,1.0,show me the last transactions,0.16666666666666666,1.0,show me the last transactions,0.16666666666666666,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/96037096-e671-4ad7-88c5-7fba1525e6f8.wav
70753776-dbe8-4d32-8999-ba8ee8afe830,send 100 rupees to anjali,en-IN,send hundred rupees to anjali,0.2,1.0,send 100 rupees to anjali,0.0,1.0,rupees to anjali,0.4,0.75,rupees to anjali,0.4,0.75,https://storage.googleapis.com/slang-audio-test-data/audio/70753776-dbe8-4d32-8999-ba8ee8afe830.wav
58352447-2560-4d23-b367-f38b778437d7,open QR code to make a transaction of 500 rupees,en-IN,open q r code to make a transaction of 500 piece,0.3,0.25,open q r code to make a transaction of 500 piece,0.3,0.25,open qr code to make a transaction of rupees,0.1,0.6666666666666667,open qr code to make a transaction of rupees,0.1,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/58352447-2560-4d23-b367-f38b778437d7.wav
49241138-d0e7-4426-9a1c-dbdec5cb4331,i would like to view all the offers,en-IN,i would like to view all the offers,0.0,1.0,i would like to view all the offers,0.0,1.0,like to view all the offers,0.25,0.5,like to view all the offers,0.25,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/49241138-d0e7-4426-9a1c-dbdec5cb4331.wav
46948740-eb8c-4b6a-9f36-706a7c454d56,request you to view my balance,en-IN,request you to view my balance,0.0,1.0,request you to view my balance,0.0,1.0,request you to view my balance,0.0,1.0,request you to view my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/46948740-eb8c-4b6a-9f36-706a7c454d56.wav
36747793-5fb8-4009-bd95-b6eeb6de327b,anu,en-IN,aloo,1.0,0.0,aloo,1.0,0.0,hello,1.0,0.0,hello,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/36747793-5fb8-4009-bd95-b6eeb6de327b.wav
18213761-f08f-41bc-a147-2646e59d121c,request you to show me my balance,en-IN,request you to show me my balance,0.0,1.0,request you to show me my balance,0.0,1.0,request you to show me my balance,0.0,1.0,request you to show me my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/18213761-f08f-41bc-a147-2646e59d121c.wav
7878047e-f871-468d-9b08-c125f4d60532,pay my water bill,en-IN,pay my water bill,0.0,1.0,pay my water bill,0.0,1.0,my water bill,0.25,0.6666666666666667,my water bill,0.25,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/7878047e-f871-468d-9b08-c125f4d60532.wav
7698798e-0dcc-4738-b8ac-098e6db40d78,approve my payments,en-IN,approve my payment,0.3333333333333333,1.0,approve my payment,0.3333333333333333,1.0,my payments,0.3333333333333333,1.0,my payments,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/7698798e-0dcc-4738-b8ac-098e6db40d78.wav
7419358f-3bd8-431c-8fed-b42b9d87f11c,approve the pay request that i have from zerodha,en-IN,approve the request that i have from zero,0.2222222222222222,0.25,approve the request that i have from 0,0.2222222222222222,0.25,approve the pay request that i have from zero,0.1111111111111111,0.6666666666666667,approve the pay request that i have from 0,0.1111111111111111,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/7419358f-3bd8-431c-8fed-b42b9d87f11c.wav
07157387-74a9-4be2-8313-17fdb62ecbd7,show offers related to HDFC credit card,en-IN,show offers related to hdfc credit card,0.0,1.0,show offers related to hdfc credit card,0.0,1.0,offers related to the credit card,0.2857142857142857,0.5,offers related to the credit card,0.2857142857142857,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/07157387-74a9-4be2-8313-17fdb62ecbd7.wav
06473771-a8f1-4230-b7a6-0ea69fa8baa3,i want to donate 2000 rupees to the pradhana mantri yojana for gramina yojana,en-IN,i want to donate two thousand rupees to the grammy,0.5714285714285714,0.6666666666666667,i want to donate two thousand rupees to the grammy,0.5714285714285714,0.6666666666666667,i want to donate 2000 rupees to the pradhan mention for gaming,0.35714285714285715,0.6666666666666667,i want to donate 2000 rupees to the pradhan mention for gaming,0.35714285714285715,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/06473771-a8f1-4230-b7a6-0ea69fa8baa3.wav
02701957-d95d-431e-b8e4-1c8b34e11c5c,would like to pay my gas bill,en-IN,my gas pain,0.7142857142857143,0.33333333333333337,my gas pain,0.7142857142857143,0.33333333333333337,would like to pay my gas bill,0.0,1.0,would like to pay my gas bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/02701957-d95d-431e-b8e4-1c8b34e11c5c.wav
2622724e-7339-4966-99df-1dc71cb2e110,please request vishal to send me money which is of 200 rupees,en-IN,music west wishart to send me money which is 200 piece,0.4166666666666667,0.16666666666666663,music west wishart to send me money which is 200 piece,0.4166666666666667,0.16666666666666663,please request wish to send me money  which is rupees,0.25,0.19999999999999996,please request wish to send me money  which is rupees,0.25,0.19999999999999996,https://storage.googleapis.com/slang-audio-test-data/audio/2622724e-7339-4966-99df-1dc71cb2e110.wav
2512123d-383d-47b4-ab49-c5c4cc9233e2,receive 5k from vinayak,en-IN,receive 5k from munich,0.25,0.6,receive 5k from munich,0.25,0.6,from a,0.75,0.5,from a,0.75,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/2512123d-383d-47b4-ab49-c5c4cc9233e2.wav
2258214a-3629-4d83-bae2-a1c7dc5c6abe,request 500 from neelam for sandwich delivery,en-IN,request 500 from neelam for sandwich delivery,0.0,1.0,request 500 from neelam for sandwich delivery,0.0,1.0,request from nil for sandwich delivery,0.2857142857142857,0.5,request from nil for sandwich delivery,0.2857142857142857,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/2258214a-3629-4d83-bae2-a1c7dc5c6abe.wav
1835239b-02cf-4762-8056-2f8c75922d6b,show my bank balance,en-IN,show me bank balance,0.25,1.0,show me bank balance,0.25,1.0,so my bank balance,0.25,0.5,so my bank balance,0.25,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/1835239b-02cf-4762-8056-2f8c75922d6b.wav
1396503c-cb14-411c-ac9f-cb9c8c250500,send 108 rupees to nagesh ironwala,en-IN,send hundred rupees to nageshwaran walla,0.5,0.33333333333333337,send 100 rupees to nageshwaran walla,0.5,0.33333333333333337,rupees to nash iron volume,0.8333333333333334,0.0,rupees to nash iron volume,0.8333333333333334,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/1396503c-cb14-411c-ac9f-cb9c8c250500.wav
878339fb-d2e8-4e53-a729-3f7b6ad7aa5b,what are the active IPOs that i can invest my money in,en-IN,what are the activate use that i can invest my money in,0.16666666666666666,1.0,what are the activate use that i can invest my money in,0.16666666666666666,1.0,what are the activities that i can invest my money in,0.16666666666666666,1.0,what are the activities that i can invest my money in,0.16666666666666666,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/878339fb-d2e8-4e53-a729-3f7b6ad7aa5b.wav
737963ae-f67e-4dbd-95bf-ac8399e78b18,pay my gas cylinder bill of 1000 rupees,en-IN,pay my gas cylinder bill of 1000 rupees,0.0,1.0,pay my gas cylinder bill of 1000 rupees,0.0,1.0,my gas cylinder bill of us rupees,0.25,0.5,my gas cylinder bill of us rupees,0.25,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/737963ae-f67e-4dbd-95bf-ac8399e78b18.wav
556766c1-4ddd-4c1e-bb5d-7e880a416bf4,scan and send 3000 rupees,en-IN,can you send 3000 rupees,0.4,0.33333333333333337,can you send 3000 rupees,0.4,0.33333333333333337,can send,0.8,0.0,can send,0.8,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/556766c1-4ddd-4c1e-bb5d-7e880a416bf4.wav
537070f1-0ddb-4d84-ad86-c6f71005bad0,please donate 111 rupees to this fund for treating india,en-IN,please donate 11:00 rupees to the us fund for quitting india,0.4,0.75,please donate 1100 rupees to the us fund for quitting india,0.4,0.6,please donate 1100 rupees to this fund for feeding india,0.2,0.6,please donate 1100 rupees to this fund for feeding india,0.2,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/537070f1-0ddb-4d84-ad86-c6f71005bad0.wav
415579bf-3003-4e98-86bd-500240968e24,rahul,en-IN,gravely,1.0,0.0,gravely,1.0,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/415579bf-3003-4e98-86bd-500240968e24.wav
0219845b-5a4e-4afc-97c2-bfdc66a9c4fa,how to see remaining balance,en-IN,how to see remaining balance,0.0,1.0,how to see remaining balance,0.0,1.0,how to see remaining balance,0.0,1.0,how to see remaining balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0219845b-5a4e-4afc-97c2-bfdc66a9c4fa.wav
214284b2-9e9e-4a66-9f0d-3fe026ee2840,scan and pay 211 rupees,en-IN,scotland paid 211 rupees,0.6,0.5,scotland paid 211 rupees,0.6,0.5,and paid true,0.8,0.0,and paid true,0.8,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/214284b2-9e9e-4a66-9f0d-3fe026ee2840.wav
167308bb-e5c4-4a1d-bdc4-8e2d2bc0a573,show me active IPOs list,en-IN,show me activate grocery list,0.4,1.0,show me activate grocery list,0.4,1.0,some active is left list,0.8,0.0,some active is left list,0.8,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/167308bb-e5c4-4a1d-bdc4-8e2d2bc0a573.wav
143833ed-6197-47a3-b580-eb70f8a0e526,approve my pending bill payment of 100 rupees to airtel,en-IN,approve my pending bill payment of hundred rupees,0.3,1.0,approve my pending bill payment of hundred rupees,0.3,1.0,my pending bill payment of rupees to,0.3,1.0,my pending bill payment of rupees to,0.3,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/143833ed-6197-47a3-b580-eb70f8a0e526.wav
95726fae-b6cf-4cbf-834e-d7f6e2f83921,i would like to view all the offers,en-IN,i would like to view all the office,0.125,1.0,i would like to view all the office,0.125,1.0,i would like to view all the offers,0.0,1.0,i would like to view all the offers,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/95726fae-b6cf-4cbf-834e-d7f6e2f83921.wav
94342adc-ca2b-42b5-8301-ccc6b2e52f1f,ask saurav to send 1500 rupees for the last night party share,en-IN,for the last night's party share,0.5833333333333334,0.4,for the last night's party share,0.5833333333333334,0.4,so to send rupees for the last night party share,0.25,0.33333333333333337,so to send rupees for the last night party share,0.25,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/94342adc-ca2b-42b5-8301-ccc6b2e52f1f.wav
90430ebd-7e1f-4052-9817-f43e285cb7e7,send 500 to anjali,en-IN,send 500 to anjali,0.0,1.0,send 500 to anjali,0.0,1.0,to angelina,0.75,0.5,to angelina,0.75,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/90430ebd-7e1f-4052-9817-f43e285cb7e7.wav
88818d0b-a0f5-4c17-a0a4-8dcee106dcae,ajith,en-IN,budget,1.0,1.0,budget,1.0,1.0,,1.0,1.0,,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/88818d0b-a0f5-4c17-a0a4-8dcee106dcae.wav
77059c3e-1944-4043-96e2-74326ef24458,gift a 100 rupees to dhyanesh,en-IN,this day 100 ways to die,0.6666666666666666,0.0,this day 100 ways to die,0.6666666666666666,0.0,and restores,1.0,0.0,and restores,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/77059c3e-1944-4043-96e2-74326ef24458.wav
72368efc-4f62-4a1d-aad9-e8118b8c6cc1,show me offers related to payments,en-IN,show me all photos related to payments,0.3333333333333333,1.0,show me all photos related to payments,0.3333333333333333,1.0,she offers related to payments,0.3333333333333333,0.5,she offers related to payments,0.3333333333333333,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/72368efc-4f62-4a1d-aad9-e8118b8c6cc1.wav
66460bba-db7c-400f-a37e-cd82970d6c2d,show me what all IPOs are active,en-IN,show me what do light beers are active,0.42857142857142855,1.0,show me what do light beers are active,0.42857142857142855,1.0,somewhat all ipos are active,0.42857142857142855,0.0,somewhat all ipos are active,0.42857142857142855,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/66460bba-db7c-400f-a37e-cd82970d6c2d.wav
65980b93-9dc5-45b3-bec4-47ce61fb53b3,send 1500 to saurav for last party,en-IN,send 1500 to solder for last night,0.2857142857142857,0.5,send 1500 to solder for last night,0.2857142857142857,0.5,to sorrow for last,0.5714285714285714,0.4,to sorrow for last,0.5714285714285714,0.4,https://storage.googleapis.com/slang-audio-test-data/audio/65980b93-9dc5-45b3-bec4-47ce61fb53b3.wav
53379e1c-3dd5-49df-8d88-2d3dc5d44492,scan 3000 rupees,en-IN,3000 rupees,0.3333333333333333,0.5,3000 rupees,0.3333333333333333,0.5,can,1.0,0.0,can,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/53379e1c-3dd5-49df-8d88-2d3dc5d44492.wav
51455a06-18d8-4183-b9ae-83b70a1ad9b1,approve my IPO request of 500 rupees for CHEMICON industry,en-IN,approve my pto request of 500 rupees for chemical industry,0.2,0.6,approve my pto request of 500 rupees for chemical industry,0.2,0.6,approve ipo request rupees for chemical industry,0.4,0.0,approve ipo request rupees for chemical industry,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/51455a06-18d8-4183-b9ae-83b70a1ad9b1.wav
51428a4b-7ab6-4a4c-9d26-51ce4d40b275,give vijay 250 rupees,en-IN,give me 250 rupees,0.25,0.5,give me 250 rupees,0.25,0.5,rupees,0.75,0.0,rupees,0.75,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/51428a4b-7ab6-4a4c-9d26-51ce4d40b275.wav
40722c71-12d5-4a28-9bf7-ab94dea3af55,harikrishnan,en-IN,harikrishnan,0.0,1.0,harikrishnan,0.0,1.0,regression,1.0,0.0,regression,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/40722c71-12d5-4a28-9bf7-ab94dea3af55.wav
37085cca-3614-45f3-8a64-4068ef19458a,send receive request from ICICI bank for 10 lakh rupees,en-IN,send a receive requests from icici bank for 10 lakh rupees,0.2,1.0,send a receive requests from icici bank for 1000000 rupees,0.4,1.0,send receive request from icici bank for rupees,0.2,0.6666666666666667,send receive request from icici bank for rupees,0.2,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/37085cca-3614-45f3-8a64-4068ef19458a.wav
36130e2a-9e51-44aa-816f-5e680844f299,i would like to view all the active IPOs,en-IN,i would like to view all the active ipos,0.0,1.0,i would like to view all the active ipos,0.0,1.0,i would like to view all the active ipos,0.0,1.0,i would like to view all the active ipos,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/36130e2a-9e51-44aa-816f-5e680844f299.wav
029830ba-de15-4c00-b7dc-75747e104773,karthikeyan needs 500 rupees please send it,en-IN,cardigan needs 500 rupees please send it,0.14285714285714285,0.5,cardigan needs 500 rupees please send it,0.14285714285714285,0.5,partial needs rupees please send it,0.2857142857142857,0.0,partial needs rupees please send it,0.2857142857142857,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/029830ba-de15-4c00-b7dc-75747e104773.wav
23919d45-8431-4896-8ed7-6bb44ac812e4,whats my account history,en-IN,what's my account history,0.25,1.0,what's my account history,0.25,1.0,what is my account history,0.5,0.0,what is my account history,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/23919d45-8431-4896-8ed7-6bb44ac812e4.wav
22729be2-46a8-418e-931b-162d94780a7f,approve electricity bill,en-IN,approve electricity bill,0.0,1.0,approve electricity bill,0.0,1.0,electricity bill,0.3333333333333333,1.0,electricity bill,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/22729be2-46a8-418e-931b-162d94780a7f.wav
22584aaf-60d9-4add-9d52-e0158c3620ac,i want to gift 5000 rupees for her birthday,en-IN,butthead birthday,0.8888888888888888,0.0,butthead birthday,0.8888888888888888,0.0,i want to give mother f000 rupees for her birthday,0.3333333333333333,0.16666666666666663,i want to give mother f000 rupees for her birthday,0.3333333333333333,0.16666666666666663,https://storage.googleapis.com/slang-audio-test-data/audio/22584aaf-60d9-4add-9d52-e0158c3620ac.wav
017907af-d76b-45be-bd29-f3212d86c0c5,please approve my pending payments,en-IN,please approve my pending payments,0.0,1.0,please approve my pending payments,0.0,1.0,please approve my pending payments,0.0,1.0,please approve my pending payments,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/017907af-d76b-45be-bd29-f3212d86c0c5.wav
16755b48-8d5a-467e-8ace-30af5e1ffd0b,i want to pay my airtel bill,en-IN,i want to pay my airtel bill,0.0,1.0,i want to pay my airtel bill,0.0,1.0,i want to pay my art bill map,0.2857142857142857,0.6666666666666667,i want to pay my art bill map,0.2857142857142857,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/16755b48-8d5a-467e-8ace-30af5e1ffd0b.wav
15421eeb-ffd1-4435-9924-36832d19cfee,show me IPO,en-IN,show me i p o,1.0,1.0,show me i p o,1.0,1.0,show me ipo,0.0,1.0,show me ipo,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/15421eeb-ffd1-4435-9924-36832d19cfee.wav
13130f1d-f7c4-4bf7-a0ae-eadc23e48dcd,10 rupees,en-IN,10 rupees,0.0,1.0,10 rupees,0.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/13130f1d-f7c4-4bf7-a0ae-eadc23e48dcd.wav
0a1fd0c8-8128-4372-9743-8382f13ee998,send 500 to subham ,en-IN,send 500 to shoot him,0.5,0.6,send 500 to shoot him,0.5,0.6,send sum,0.75,0.25,send sum,0.75,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/0a1fd0c8-8128-4372-9743-8382f13ee998.wav
00a500e1-da78-467d-a953-edce1d951bd1,send 12 rupee to harsh,en-IN,send 12 rupees to,0.4,0.75,send 12 rupees to,0.4,0.75,rupees to hash,0.8,0.0,rupees to hash,0.8,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/00a500e1-da78-467d-a953-edce1d951bd1.wav
0b6c2d63-3518-4381-8faf-f46b5f45b116,request 6500 from ramesh,en-IN,amish,1.0,0.0,amish,1.0,0.0,request from names,0.5,0.5,request from names,0.5,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/0b6c2d63-3518-4381-8faf-f46b5f45b116.wav
0b0408c0-316d-45bc-a9a5-d24d50b9e12a,500,en-IN,400,1.0,0.0,400,1.0,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0b0408c0-316d-45bc-a9a5-d24d50b9e12a.wav
0bc3bc51-92a2-42ec-8b30-d0377ad22697,send 900 rupees to hotel ,en-IN,send 900 rupees to hotel,0.0,1.0,send 900 rupees to hotel,0.0,1.0,rupees to hotel,0.4,0.0,rupees to hotel,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/0bc3bc51-92a2-42ec-8b30-d0377ad22697.wav
0d9d6a81-34e7-4cf6-b143-9f58467715d3,open the qr scanner ,en-IN,open the qr scanner,0.0,1.0,open the qr scanner,0.0,1.0,on the scanner,0.5,1.0,on the scanner,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/0d9d6a81-34e7-4cf6-b143-9f58467715d3.wav
